text,entities_extracted,organization,exam_name,vacancies
"GOVERNMENT OF INDIA
Life Insurance Corporation of India
EMPLOYMENT NOTIFICATION NO. 13/2024

LIC proposes to fill up 100 vacancies of Research Engineer on direct recruitment basis.

1. ELIGIBILITY CRITERIA:
   (a) Educational Qualification: Diploma in Engineering (Computer/IT/Electronics/Electrical)
   (b) Age Limit: 18-35 years (Relaxation applicable as per Central Government Rules)
   (c) Experience: 5 years of experience in relevant field

2. PAY AND ALLOWANCES:
   Level-14: ₹1,44,200-2,18,200 plus DA, HRA, and other allowances as per Central Government Rules.

3. APPLICATION FEE:
   ₹250 (SC/ST/Women/PwBD candidates exempted)

4. IMPORTANT DATES:
   Start Date of Online Application: 14/08/2026
   Last Date of Online Application: 16 January 2027
   Tentative Date of CBT/Examination: 20th March 2026","ORGANIZATION:LIC; VACANCY_COUNT:100; POST_NAME:Research Engineer; QUALIFICATION:Diploma in Engineering (Computer/IT/Electronics/Electrical); AGE_LIMIT:18-35 years; EXPERIENCE:5 years of experience in relevant field; PAY_SCALE:Level-14: ₹1,44,200-2,18,200; APPLICATION_FEE:₹250; START_DATE:14/08/2026; LAST_DATE:16 January 2027; EXAM_DATE:20th March 2026",LIC,NABARD Grade A & B Officer Recruitment 2026,100
"RECRUITMENT NOTIFICATION
Advertisement No. 3/2026
Organization: Telangana State Public Service Commission
Name of Post: Executive Trainee
No. of Vacancies: 1
Qualification Required: MCA from recognized university with minimum 55% marks
Maximum Age: 21-32 years
Fee: ₹500
Salary/Pay: ₹35,000-₹40,000 per month
Opening Date: 9-Nov-2026
Closing Date: 06/03/2026
Exam Date: 03/11/2026
Work Experience: 5 years of experience in relevant field","POST_NAME:Executive Trainee; VACANCY_COUNT:1; QUALIFICATION:MCA from recognized university with minimum 55% marks; AGE_LIMIT:21-32 years; APPLICATION_FEE:₹500; PAY_SCALE:₹35,000-₹40,000 per month; START_DATE:9-Nov-2026; LAST_DATE:06/03/2026; EXAM_DATE:03/11/2026; EXPERIENCE:5 years of experience in relevant field",TSPSC,GAIL Executive Trainee through GATE 2026,1
"Applications are invited for 1 positions of Junior Resident in Software Technology Parks of India (STPI). Essential qualification is MBA/PGDM from recognized institute. Upper age limit is 17.5-21 years as on closing date. Selection will be through written examination. Examination fee: ₹250. Remuneration: Level-12: ₹78,800-2,09,200. Online registration opens: 25st May 2026. Last date for submission: 8nd March 2026. Written test date: 2-Dec-2027. Desired experience: 3 years of experience in relevant field.","VACANCY_COUNT:1; POST_NAME:Junior Resident; ORGANIZATION:STPI; QUALIFICATION:MBA/PGDM from recognized institute; AGE_LIMIT:17.5-21 years; APPLICATION_FEE:₹250; PAY_SCALE:Level-12: ₹78,800-2,09,200; START_DATE:25st May 2026; LAST_DATE:8nd March 2026; EXAM_DATE:2-Dec-2027; EXPERIENCE:3 years of experience in relevant field",STPI,APPSC Panchayat Secretary Recruitment 2026,1
"WALK-IN INTERVIEW / RECRUITMENT DRIVE
National Informatics Centre (NIC)

Post: Nursing Officer
Number of Posts: 3 nos.
Qualification: 10+2 pass with Science stream from recognized board
Age: Not exceeding 21-32 years
Consolidated Pay: Level-13: ₹1,23,100-2,15,900
No application fee required.
Registration Date: 28.06.2026
Walk-in Date: 08-06-2026
Experience: Freshers can apply","ORGANIZATION:NIC; POST_NAME:Nursing Officer; VACANCY_COUNT:3; QUALIFICATION:10+2 pass with Science stream from recognized board; AGE_LIMIT:21-32 years; PAY_SCALE:Level-13: ₹1,23,100-2,15,900; START_DATE:28.06.2026; LAST_DATE:08-06-2026; EXPERIENCE:Freshers can apply",NIC,BHEL Engineer Trainee through GATE 2026,3
"GOVERNMENT OF INDIA
Indian Oil Corporation Limited
EMPLOYMENT NOTIFICATION NO. 43/2026

IOCL proposes to fill up 75 vacancies of Sorting Assistant on direct recruitment basis.

1. ELIGIBILITY CRITERIA:
   (a) Educational Qualification: B.Tech/B.E. in Computer Science/IT/Electronics from recognized university
   (b) Age Limit: 25-40 years (Relaxation applicable as per Central Government Rules)
   (c) Experience: 5 years of experience in relevant field

2. PAY AND ALLOWANCES:
   Level-14: ₹1,44,200-2,18,200 plus DA, HRA, and other allowances as per Central Government Rules.

3. APPLICATION FEE:
   ₹500 (SC/ST/Women/PwBD candidates exempted)

4. IMPORTANT DATES:
   Start Date of Online Application: 9-Jan-2026
   Last Date of Online Application: 26 May 2027
   Tentative Date of CBT/Examination: 04-02-2026","ORGANIZATION:IOCL; VACANCY_COUNT:75; POST_NAME:Sorting Assistant; QUALIFICATION:B.Tech/B.E. in Computer Science/IT/Electronics from recognized university; AGE_LIMIT:25-40 years; EXPERIENCE:5 years of experience in relevant field; PAY_SCALE:Level-14: ₹1,44,200-2,18,200; APPLICATION_FEE:₹500; START_DATE:9-Jan-2026; LAST_DATE:26 May 2027; EXAM_DATE:04-02-2026",IOCL,ISRO Technician B Recruitment 2026,75
"State Bank of India
RECRUITMENT OF GRADUATE ENGINEER TRAINEE (GET) - 2025

SBI invites applications from eligible Indian Citizens for appointment of Graduate Engineer Trainee (GET) in various branches/offices across India.

Vacancies: 200 (including backlog)
Category-wise: UR-80, OBC-54, SC-30, ST-16, EWS-20

Eligibility: B.Tech/B.E. in Computer Science/IT/Electronics from recognized university
Age on cutoff date: 17.5-21 years
Fee: ₹300 + GST for General/OBC, Nil for SC/ST/PwBD
CTC: Level-8: ₹47,600-1,51,100 approximately
Online application: 27 October, 2026 to 26th January 2026
Online exam: 13.06.2027
Experience: Freshers can apply","ORGANIZATION:SBI; POST_NAME:Graduate Engineer Trainee (GET); VACANCY_COUNT:200; QUALIFICATION:B.Tech/B.E. in Computer Science/IT/Electronics from recognized university; AGE_LIMIT:17.5-21 years; APPLICATION_FEE:₹300; PAY_SCALE:Level-8: ₹47,600-1,51,100; START_DATE:27 October, 2026; LAST_DATE:26th January 2026; EXAM_DATE:13.06.2027; EXPERIENCE:Freshers can apply",SBI,HAL Management Trainee Recruitment 2026,200
"Notification: TSPSC Forest Range Officer Recruitment 2026
Issued by: Institute of Banking Personnel Selection
Total posts to be filled: 500
Post name: Nursing Officer
Required qualification: M.Sc. in relevant subject with NET/SLET qualification
Age criteria: 17.5-21 years
Exam fee: ₹750
Pay after selection: Level-1: ₹18,000-56,900
Important dates - 
  Apply from: 15-11-2026
  Apply till: 23st September 2026
  Exam on: 10/06/2026
Experience criteria: 1 years of experience in relevant field","VACANCY_COUNT:500; POST_NAME:Nursing Officer; QUALIFICATION:M.Sc. in relevant subject with NET/SLET qualification; AGE_LIMIT:17.5-21 years; APPLICATION_FEE:₹750; PAY_SCALE:Level-1: ₹18,000-56,900; START_DATE:15-11-2026; LAST_DATE:23st September 2026; EXAM_DATE:10/06/2026; EXPERIENCE:1 years of experience in relevant field",IBPS,TSPSC Forest Range Officer Recruitment 2026,500
"RECRUITMENT NOTIFICATION
Advertisement No. 11/2025
Organization: National Thermal Power Corporation
Name of Post: Project Engineer
No. of Vacancies: 1000
Qualification Required: B.Tech/B.E. in Computer Science/IT/Electronics from recognized university
Maximum Age: 18-30 years
Fee: Nil
Salary/Pay: Level-6: ₹35,400-1,12,400
Opening Date: 19-03-2026
Closing Date: 21 February, 2027
Exam Date: 22 December 2027
Work Experience: 2 years of experience in relevant field","POST_NAME:Project Engineer; VACANCY_COUNT:1000; QUALIFICATION:B.Tech/B.E. in Computer Science/IT/Electronics from recognized university; AGE_LIMIT:18-30 years; APPLICATION_FEE:Nil; PAY_SCALE:Level-6: ₹35,400-1,12,400; START_DATE:19-03-2026; LAST_DATE:21 February, 2027; EXAM_DATE:22 December 2027; EXPERIENCE:2 years of experience in relevant field",NTPC,UGC NET June 2026,1000
"The ISRO invites online applications from eligible candidates for direct recruitment to 1 posts of Specialist Officer (IT) in Indian Space Research Organisation. Candidates should possess MBBS from recognized medical college. The age of the candidate should be between 17.5-21 years. Application fee is ₹1500. The pay scale for the post is Level-6: ₹35,400-1,12,400. Interested candidates may apply online from 17-Oct-2026 to 22/08/2027. The computer based test is tentatively scheduled on 16.08.2027. Required experience: Freshers eligible.","ORGANIZATION:ISRO; VACANCY_COUNT:1; POST_NAME:Specialist Officer (IT); QUALIFICATION:MBBS from recognized medical college; AGE_LIMIT:17.5-21 years; APPLICATION_FEE:₹1500; PAY_SCALE:Level-6: ₹35,400-1,12,400; START_DATE:17-Oct-2026; LAST_DATE:22/08/2027; EXAM_DATE:16.08.2027; EXPERIENCE:Freshers eligible",ISRO,Indian Forest Service Examination 2026,1
"RECRUITMENT NOTIFICATION
Advertisement No. 2/2025
Organization: Indian Space Research Organisation
Name of Post: Management Trainee
No. of Vacancies: 150
Qualification Required: Degree in Engineering with 2 years experience
Maximum Age: 18-32 years
Fee: ₹300
Salary/Pay: Level-14: ₹1,44,200-2,18,200
Opening Date: 12-08-2026
Closing Date: 27 January 2026
Exam Date: 10-Nov-2026
Work Experience: 5 years of experience in relevant field","POST_NAME:Management Trainee; VACANCY_COUNT:150; QUALIFICATION:Degree in Engineering with 2 years experience; AGE_LIMIT:18-32 years; APPLICATION_FEE:₹300; PAY_SCALE:Level-14: ₹1,44,200-2,18,200; START_DATE:12-08-2026; LAST_DATE:27 January 2026; EXAM_DATE:10-Nov-2026; EXPERIENCE:5 years of experience in relevant field",ISRO,APPSC Degree College Lecturer Recruitment 2026,150
"Telangana PUBLIC SERVICE COMMISSION
NOTIFICATION NO. 27/2024

The Telangana Public Service Commission (TSPSC) invites applications for recruitment to the post of Software Developer.

Total Vacancies: 2 posts
Educational Qualification: MBA/PGDM from recognized institute
Age: 21-32 years as on 01/07/2025
Fee: ₹500
Pay Scale: ₹30,000 consolidated per month
Registration Start: 14/02/2026
Last Date to Apply: 15 March, 2027
Preliminary Exam Date: 12/11/2026
Experience: 5 years of experience in relevant field
Selection: Prelims + Mains + Interview","VACANCY_COUNT:2; ORGANIZATION:TSPSC; POST_NAME:Software Developer; QUALIFICATION:MBA/PGDM from recognized institute; AGE_LIMIT:21-32 years; APPLICATION_FEE:₹500; PAY_SCALE:₹30,000 consolidated per month; START_DATE:14/02/2026; LAST_DATE:15 March, 2027; EXAM_DATE:12/11/2026; EXPERIENCE:5 years of experience in relevant field",TSPSC,RRB ALP Technician Recruitment 2026,2
"STPI Recruitment 2025 - Postal Assistant

The Software Technology Parks of India has announced 1000 vacancies.
Eligible candidates having M.Sc. in relevant subject with NET/SLET qualification can apply.
Candidates age should not exceed 17.5-21 years.
Pay: Level-4: ₹25,500-81,100
Fee: No fee
Apply from: 04/10/2026
Apply before: 1-Mar-2026
Exam: 2rd August 2027
Experience required: 3 years of experience in relevant field","ORGANIZATION:STPI; POST_NAME:Postal Assistant; VACANCY_COUNT:1000; QUALIFICATION:M.Sc. in relevant subject with NET/SLET qualification; AGE_LIMIT:17.5-21 years; PAY_SCALE:Level-4: ₹25,500-81,100; APPLICATION_FEE:No fee; START_DATE:04/10/2026; LAST_DATE:1-Mar-2026; EXAM_DATE:2rd August 2027; EXPERIENCE:3 years of experience in relevant field",STPI,SBI PO Recruitment 2026,1000
"Gas Authority of India Limited (GAIL) has released notification for LIC Assistant Recruitment 2026. Total number of vacancies: 14000 posts for the post of Graduate Engineer Trainee (GET). Educational Qualification: Any Degree with knowledge of Computer Applications. Age Limit: 18-35 years as on last date of application (relaxation for reserved categories as per govt rules). Application Fee: ₹300 for General/OBC candidates (SC/ST/PH candidates are exempted). Pay Scale: Level-10: ₹56,100-1,77,500. Application Start Date: 05/10/2026. Last Date to Apply: 16th May 2027. Date of Examination: 01-02-2027. Experience: 5 years of experience in relevant field.","ORGANIZATION:GAIL; VACANCY_COUNT:14000; POST_NAME:Graduate Engineer Trainee (GET); QUALIFICATION:Any Degree with knowledge of Computer Applications; AGE_LIMIT:18-35 years; APPLICATION_FEE:₹300; PAY_SCALE:Level-10: ₹56,100-1,77,500; START_DATE:05/10/2026; LAST_DATE:16th May 2027; EXAM_DATE:01-02-2027; EXPERIENCE:5 years of experience in relevant field",GAIL,LIC Assistant Recruitment 2026,14000
"Notification: Indian Forest Service Examination 2026
Issued by: Centre for Development of Advanced Computing
Total posts to be filled: 200
Post name: Fitter
Required qualification: Intermediate (10+2) with typing speed 35 WPM
Age criteria: 25-40 years
Exam fee: ₹200
Pay after selection: Level-14: ₹1,44,200-2,18,200
Important dates - 
  Apply from: 25 September, 2026
  Apply till: 24-Sep-2027
  Exam on: 06-06-2026
Experience criteria: 5 years of experience in relevant field","VACANCY_COUNT:200; POST_NAME:Fitter; QUALIFICATION:Intermediate (10+2) with typing speed 35 WPM; AGE_LIMIT:25-40 years; APPLICATION_FEE:₹200; PAY_SCALE:Level-14: ₹1,44,200-2,18,200; START_DATE:25 September, 2026; LAST_DATE:24-Sep-2027; EXAM_DATE:06-06-2026; EXPERIENCE:5 years of experience in relevant field",CDAC,Indian Forest Service Examination 2026,200
"DMRC Recruitment 2026 - Constable

The Delhi Metro Rail Corporation has announced 1500 vacancies.
Eligible candidates having B.Sc. in Computer Science/IT with minimum 60% marks can apply.
Candidates age should not exceed 18-35 years.
Pay: ₹30,000 consolidated per month
Fee: ₹250
Apply from: 26-08-2026
Apply before: 18-07-2027
Exam: 17-02-2027
Experience required: No experience required","ORGANIZATION:DMRC; POST_NAME:Constable; VACANCY_COUNT:1500; QUALIFICATION:B.Sc. in Computer Science/IT with minimum 60% marks; AGE_LIMIT:18-35 years; PAY_SCALE:₹30,000 consolidated per month; APPLICATION_FEE:₹250; START_DATE:26-08-2026; LAST_DATE:18-07-2027; EXAM_DATE:17-02-2027; EXPERIENCE:No experience required",DMRC,RBI Grade B Officer Recruitment 2026,1500
"GOVERNMENT OF INDIA
Andhra Pradesh Public Service Commission
EMPLOYMENT NOTIFICATION NO. 21/2026

APPSC proposes to fill up 10 vacancies of Forest Beat Officer on direct recruitment basis.

1. ELIGIBILITY CRITERIA:
   (a) Educational Qualification: Diploma in Engineering (Computer/IT/Electronics/Electrical)
   (b) Age Limit: 23-35 years (Relaxation applicable as per Central Government Rules)
   (c) Experience: No experience required

2. PAY AND ALLOWANCES:
   Level-10: ₹56,100-1,77,500 plus DA, HRA, and other allowances as per Central Government Rules.

3. APPLICATION FEE:
   ₹1000 (SC/ST/Women/PwBD candidates exempted)

4. IMPORTANT DATES:
   Start Date of Online Application: 3th September 2026
   Last Date of Online Application: 28.06.2026
   Tentative Date of CBT/Examination: 8-Mar-2027","ORGANIZATION:APPSC; VACANCY_COUNT:10; POST_NAME:Forest Beat Officer; QUALIFICATION:Diploma in Engineering (Computer/IT/Electronics/Electrical); AGE_LIMIT:23-35 years; EXPERIENCE:No experience required; PAY_SCALE:Level-10: ₹56,100-1,77,500; APPLICATION_FEE:₹1000; START_DATE:3th September 2026; LAST_DATE:28.06.2026; EXAM_DATE:8-Mar-2027",APPSC,RRB NTPC Recruitment 2026,10
"RECRUITMENT NOTIFICATION
Advertisement No. 15/2026
Organization: Oil & Natural Gas Corporation
Name of Post: Section Officer
No. of Vacancies: 150
Qualification Required: B.Sc. Nursing from recognized institute
Maximum Age: 21-32 years
Fee: ₹300
Salary/Pay: ₹44,900-₹1,42,400 (7th CPC)
Opening Date: 10 February 2026
Closing Date: 15 April 2027
Exam Date: 18.01.2027
Work Experience: 2 years of experience in relevant field","POST_NAME:Section Officer; VACANCY_COUNT:150; QUALIFICATION:B.Sc. Nursing from recognized institute; AGE_LIMIT:21-32 years; APPLICATION_FEE:₹300; PAY_SCALE:₹44,900-₹1,42,400 (7th CPC); START_DATE:10 February 2026; LAST_DATE:15 April 2027; EXAM_DATE:18.01.2027; EXPERIENCE:2 years of experience in relevant field",ONGC,AIIMS Nursing Officer Recruitment 2026,150
"RECRUITMENT NOTIFICATION
Advertisement No. 13/2024
Organization: National Thermal Power Corporation
Name of Post: Agniveer (General Duty)
No. of Vacancies: 100
Qualification Required: B.Ed. with B.Sc. in relevant subject
Maximum Age: 20-30 years
Fee: No fee
Salary/Pay: Level-8: ₹47,600-1,51,100
Opening Date: 28-Jul-2026
Closing Date: 4 June, 2027
Exam Date: 25.06.2026
Work Experience: 5 years of experience in relevant field","POST_NAME:Agniveer (General Duty); VACANCY_COUNT:100; QUALIFICATION:B.Ed. with B.Sc. in relevant subject; AGE_LIMIT:20-30 years; APPLICATION_FEE:No fee; PAY_SCALE:Level-8: ₹47,600-1,51,100; START_DATE:28-Jul-2026; LAST_DATE:4 June, 2027; EXAM_DATE:25.06.2026; EXPERIENCE:5 years of experience in relevant field",NTPC,BARC OCES/DGFS 2026,100
"The SEBI invites online applications from eligible candidates for direct recruitment to 10000 posts of Graduate Engineer Trainee (GET) in Securities & Exchange Board of India. Candidates should possess M.Sc. in relevant subject with NET/SLET qualification. The age of the candidate should be between 21-32 years. Application fee is ₹300. The pay scale for the post is ₹44,900-₹1,42,400 (7th CPC). Interested candidates may apply online from 9 February, 2026 to 24.05.2027. The computer based test is tentatively scheduled on 08/08/2026. Required experience: 3 years of experience in relevant field.","ORGANIZATION:SEBI; VACANCY_COUNT:10000; POST_NAME:Graduate Engineer Trainee (GET); QUALIFICATION:M.Sc. in relevant subject with NET/SLET qualification; AGE_LIMIT:21-32 years; APPLICATION_FEE:₹300; PAY_SCALE:₹44,900-₹1,42,400 (7th CPC); START_DATE:9 February, 2026; LAST_DATE:24.05.2027; EXAM_DATE:08/08/2026; EXPERIENCE:3 years of experience in relevant field",SEBI,TSPSC Forest Range Officer Recruitment 2026,10000
